FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Internationals/International Friendly/Fixtures 04 September / Italy v Netherlands,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853
Internationals/International Friendly/Fixtures 04 September / Slovakia v Malta,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
Internationals/International Friendly/Fixtures 04 September / Sweden v Estonia,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672,2672
Internationals/International Friendly/Fixtures 04 September/Belarus v Tajikistan,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
Internationals/International Friendly/Fixtures 04 September/Belarus v Tajikistan/Asian Handicap,30,30,0,30,0,30,30,30,30,30,30,30,30,30,30
Internationals/International Friendly/Fixtures 04 September/Belarus v Tajikistan/Belarus Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Internationals/International Friendly/Fixtures 04 September/Belarus v Tajikistan/Tajikistan Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Internationals/International Friendly/Fixtures 04 September/Belarus v Tajikistan/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Internationals/International Friendly/Fixtures 04 September/Belgium v Australia,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
Internationals/International Friendly/Fixtures 04 September/Bosnia v Liechtenstein,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
Internationals/International Friendly/Fixtures 04 September/Bosnia v Liechtenstein/Asian Handicap,21,21,0,21,0,21,21,21,21,21,21,21,21,21,21
Internationals/International Friendly/Fixtures 04 September/Bosnia v Liechtenstein/Total Goals,21,21,0,21,0,21,21,21,21,21,21,21,21,21,21
Internationals/International Friendly/Fixtures 04 September/France v Spain,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Internationals/International Friendly/Fixtures 04 September/Iraq v Peru,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
Internationals/International Friendly/Fixtures 04 September/Italy v Netherlands,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550
Internationals/International Friendly/Fixtures 04 September/Italy v Netherlands/Asian Handicap,44,44,0,44,0,44,44,44,44,44,44,44,44,44,44
Internationals/International Friendly/Fixtures 04 September/Italy v Netherlands/Italy Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Internationals/International Friendly/Fixtures 04 September/Italy v Netherlands/Netherlands Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Internationals/International Friendly/Fixtures 04 September/Italy v Netherlands/Total Goals,32,32,0,32,0,32,32,32,32,32,32,32,32,32,32
Internationals/International Friendly/Fixtures 04 September/Slovakia v Malta,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
Internationals/International Friendly/Fixtures 04 September/Uzbekistan v Jordan,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157
Internationals/International Friendly/Fixtures 04 September/Uzbekistan v Jordan/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Internationals/International Friendly/Fixtures 04 September/Uzbekistan v Jordan/Total Goals,34,34,0,34,0,34,34,34,34,34,34,34,34,34,34
Internationals/International Friendly/Fixtures 04 September/Uzbekistan v Jordan/Uzbekistan Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Internationals/International Friendly/Fixtures 05 September / England U20 v Romania U19,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350
Internationals/International Friendly/Fixtures 05 September / Japan v Uruguay,2786,2786,2786,2786,2786,2786,2786,2786,2786,2786,2786,2786,2786,2786,2786
Internationals/International Friendly/Fixtures 05 September / Kazakhstan v Kyrgyzstan,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252
Internationals/International Friendly/Fixtures 05 September/South Korea v Venezuela,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
Internationals/International Friendly/Fixtures 06 September / Brazil v Colombia,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372
Internationals/International Friendly/Fixtures 06 September / Singapore v Papua New Guinea,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264
Internationals/International Friendly/Fixtures 06 September / Vietnam v Hong Kong,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331
Internationals/International Friendly/Fixtures 06 September/Brazil v Colombia,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Internationals/International Friendly/Fixtures 07 September / Morocco v Libya,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147
Internationals/International Friendly/Fixtures 07 September / Paraguay v U.A.E.,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
Internationals/International Friendly/Fixtures 07 September/Bolivia v Ecuador,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
Internationals/International Friendly/Fixtures 07 September/Chile v Mexico,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
Internationals/International Friendly/Fixtures 07 September/Serbia v France,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841
Internationals/International Friendly/Fixtures 07 September/Serbia v France/Asian Handicap,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
Internationals/International Friendly/Fixtures 07 September/Serbia v France/France Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Internationals/International Friendly/Fixtures 07 September/Serbia v France/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Internationals/Internationals/Fixtures 02 September/Vietnam v Vietnam U23/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Internationals/Internationals/Fixtures 02 September/Vietnam v Vietnam U23/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Internationals/Internationals/Fixtures 02 September/Vietnam v Vietnam U23/Vietnam U23 Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Internationals/Internationals/Fixtures 05 September/England U20 v Romania U19/Asian Handicap,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Internationals/Internationals/Fixtures 05 September/England U20 v Romania U19/England U20 Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Internationals/Internationals/Fixtures 05 September/England U20 v Romania U19/Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Internationals/Internationals/Fixtures 05 September/Japan v Uruguay/Asian Handicap,60,60,0,60,0,60,60,60,60,60,60,60,60,60,60
Internationals/Internationals/Fixtures 05 September/Japan v Uruguay/Japan Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Internationals/Internationals/Fixtures 05 September/Japan v Uruguay/Total Goals,46,46,0,46,0,46,46,46,46,46,46,46,46,46,46
Internationals/Internationals/Fixtures 05 September/Japan v Uruguay/Uruguay Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Internationals/Internationals/Fixtures 05 September/Kazakhstan v Kyrgyzstan/Asian Handicap,28,28,0,28,0,28,28,28,28,28,28,28,28,28,28
Internationals/Internationals/Fixtures 05 September/Kazakhstan v Kyrgyzstan/Kazakhstan Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Internationals/Internationals/Fixtures 05 September/Kazakhstan v Kyrgyzstan/Kyrgyzstan Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Internationals/Internationals/Fixtures 05 September/Kazakhstan v Kyrgyzstan/Total Goals,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Internationals/Internationals/Fixtures 06 September/Singapore v Papua New Guinea/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Internationals/Internationals/Fixtures 06 September/Singapore v Papua New Guinea/Papua New Guinea Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Internationals/Internationals/Fixtures 06 September/Singapore v Papua New Guinea/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Internationals/Internationals/Fixtures 06 September/Vietnam v Hong Kong/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Internationals/Internationals/Fixtures 06 September/Vietnam v Hong Kong/Hong Kong Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Internationals/Internationals/Fixtures 06 September/Vietnam v Hong Kong/Total Goals,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Internationals/Internationals/Fixtures 06 September/Vietnam v Hong Kong/Vietnam Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Internationals/Internationals/Fixtures 07 September/Morocco v Libya/Asian Handicap,29,29,0,29,0,29,29,29,29,29,29,29,29,29,29
Internationals/Internationals/Fixtures 07 September/Morocco v Libya/Libya Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Internationals/Internationals/Fixtures 07 September/Morocco v Libya/Morocco Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Iranian Soccer/Pro League/Fixtures 05 September/Saipa v Zobahan,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890
Irish Soccer/Airtricity First Division/Fixtures 05 September/Waterford v Shelbourne,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
Irish Soccer/Airtricity First Division/Fixtures 05 September/Waterford v Shelbourne/Asian Handicap,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
Irish Soccer/Airtricity First Division/Fixtures 05 September/Waterford v Shelbourne/Total Goals,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Irish Soccer/Airtricity First Division/Fixtures 06 September/Cobh Ramblers v Finn Harps,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342
Irish Soccer/Airtricity First Division/Fixtures 06 September/Cobh Ramblers v Finn Harps/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Irish Soccer/Airtricity First Division/Fixtures 06 September/Cobh Ramblers v Finn Harps/Total Goals,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Irish Soccer/Airtricity First Division/Fixtures 06 September/Longford v Wexford Youths,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261
Irish Soccer/Airtricity First Division/Fixtures 06 September/Longford v Wexford Youths/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Irish Soccer/Airtricity First Division/Fixtures 06 September/Longford v Wexford Youths/Total Goals,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Irish Soccer/Airtricity First Division/Fixtures 07 September/Shamrock Rovers (Res) v Galway FC,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717
Irish Soccer/Airtricity First Division/Fixtures 07 September/Shamrock Rovers (Res) v Galway FC/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Irish Soccer/Airtricity First Division/Fixtures 07 September/Shamrock Rovers (Res) v Galway FC/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Bohemians v Bray,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Bohemians v Bray/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Bohemians v Bray/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Cork City v Shamrock Rovers,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Cork City v Shamrock Rovers/Asian Handicap,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Cork City v Shamrock Rovers/Total Goals,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Derry v Sligo Rovers,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Derry v Sligo Rovers/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Derry v Sligo Rovers/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Drogheda v Athlone,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Drogheda v Athlone/Asian Handicap,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/Drogheda v Athlone/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/St Patricks v Dundalk,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/St Patricks v Dundalk/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/St Patricks v Dundalk/Total Goals,27,27,0,27,0,27,27,27,27,27,27,27,27,27,27
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/UCD v Limerick,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/UCD v Limerick/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Irish Soccer/Airtricity Premier Division/Fixtures 05 September/UCD v Limerick/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Irish Soccer/FAI Ford Cup/Fixtures 01 September/Shelbourne v St Patricks,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082
Irish Soccer/FAI Ford Cup/Fixtures 01 September/Shelbourne v St Patricks/Asian Handicap,20,20,0,20,0,20,20,20,20,20,20,20,20,20,20
Irish Soccer/FAI Ford Cup/Fixtures 01 September/Shelbourne v St Patricks/Total Goals,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
Irish Soccer/International Friendly/Fixtures 03 September/Rep of Ireland v Oman/Asian Handicap,48,48,0,48,0,48,48,48,48,48,48,48,48,48,48
Irish Soccer/International Friendly/Fixtures 03 September/Rep of Ireland v Oman/Oman Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Irish Soccer/International Friendly/Fixtures 03 September/Rep of Ireland v Oman/Rep of Ireland Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Irish Soccer/International Friendly/Fixtures 03 September/Rep of Ireland v Oman/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Israeli Soccer/Israeli Liga Leumit Cup/Fixtures 01 September/Ironi Tiberias v Hapoel Kfar Saba,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337
Israeli Soccer/Israeli Liga Leumit Cup/Fixtures 01 September/Maccabi Yavne v Bnei Yehuda,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
Israeli Soccer/Israeli Liga Leumit Cup/Fixtures 01 September/Maccabi Yavne v Bnei Yehuda/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Bnei Yehuda v Hapoel Kfar Saba,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Bnei Yehuda v Hapoel Kfar Saba/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Bnei Yehuda v Hapoel Kfar Saba/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Hapoel Jerusalem v Maccabi Yavne,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Hapoel Jerusalem v Maccabi Yavne/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Ironi Tiberias v Maccabi Herzliya,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Ironi Tiberias v Maccabi Herzliya/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
Israeli Soccer/Israeli Liga Leumit/Fixtures 05 September/Ironi Tiberias v Maccabi Herzliya/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Israeli Soccer/Israeli Premier League Cup/Fixtures 02 September/FC Ashdod v Beitar Jerusalem,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381
Israeli Soccer/Israeli Premier League Cup/Fixtures 02 September/FC Ashdod v Beitar Jerusalem/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Israeli Soccer/Israeli Premier League Cup/Fixtures 06 September/Bnei Sakhnin v Maccabi Haifa,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891
Israeli Soccer/Israeli Premier League Cup/Fixtures 06 September/Bnei Sakhnin v Maccabi Haifa/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Israeli Soccer/Israeli Premier League Cup/Fixtures 06 September/Hapoel Petach Tikva v FC Ashdod,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
Israeli Soccer/Israeli Premier League Cup/Fixtures 06 September/Hapoel Petach Tikva v FC Ashdod/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Israeli Soccer/Israeli Premier League Cup/Fixtures 07 September/Maccabi Petach Tikva v Hapoel Haifa,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850
Israeli Soccer/Israeli Premier League Cup/Fixtures 07 September/Maccabi Petach Tikva v Hapoel Haifa/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Italian Soccer/Campeonato Primavera/Fixtures 05 September/Ternana Calcio U19 v Calcio Catania U19,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106
Italian Soccer/Campeonato Primavera/Fixtures 05 September/Ternana Calcio U19 v Calcio Catania U19/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Italian Soccer/Campeonato Primavera/Fixtures 06 September/Trapani Calcio U19 v UC Sampdoria U19,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
Italian Soccer/Euro U21 Championship Qualifiers/Fixtures 05 September/Italy U21 v Serbia U21/Asian Handicap,27,27,0,27,0,27,27,27,27,27,27,27,27,27,27
Italian Soccer/Euro U21 Championship Qualifiers/Fixtures 05 September/Italy U21 v Serbia U21/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
Italian Soccer/Lega Pro/Fixtures 01 September/Forli v Reggiana,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972
Italian Soccer/Lega Pro/Fixtures 01 September/Forli v Reggiana/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Lega Pro/Fixtures 05 September/Benevento v Catanzaro,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718
Italian Soccer/Lega Pro/Fixtures 05 September/Giana Erminio v Lumezzane,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
Italian Soccer/Lega Pro/Fixtures 05 September/Giana Erminio v Lumezzane/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Lega Pro/Fixtures 06 September/Carrarese v Pistoiese,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
Italian Soccer/Lega Pro/Fixtures 06 September/Juve Stabia v Matera,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Italian Soccer/Lega Pro/Fixtures 06 September/Novara v Feralpisalo,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723
Italian Soccer/Lega Pro/Fixtures 06 September/Novara v Feralpisalo/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Italian Soccer/Lega Pro/Fixtures 06 September/Pavia v Pro Patria,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
Italian Soccer/Lega Pro/Fixtures 06 September/Pavia v Pro Patria/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Lega Pro/Fixtures 06 September/Renate v Monza,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
Italian Soccer/Lega Pro/Fixtures 06 September/Renate v Monza/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Italian Soccer/Lega Pro/Fixtures 06 September/Savona v SPAL,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
Italian Soccer/Lega Pro/Fixtures 06 September/Teramo v Grosseto,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815
Italian Soccer/Lega Pro/Fixtures 07 September/Martina Franca v Salernitana,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734
Italian Soccer/Lega Pro/Fixtures 07 September/Paganese v Reggina,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
Italian Soccer/Lega Pro/Fixtures 07 September/Paganese v Reggina/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Italian Soccer/Lega Pro/Fixtures 07 September/Pordenone v Venezia,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529
Italian Soccer/Lega Pro/Fixtures 07 September/Prato v Tuttocuoio,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699
Italian Soccer/Lega Pro/Fixtures 07 September/Real Vicenza v Alessandria,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593
Italian Soccer/Lega Pro/Fixtures 07 September/Reggiana v Ancona,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608
Italian Soccer/Lega Pro/Fixtures 07 September/Santarcangelo v Pisa,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025
Italian Soccer/Lega Pro/Fixtures 07 September/Santarcangelo v Pisa/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Italian Soccer/Serie B/Fixtures 01 September / Modena v Cittadella,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065
Italian Soccer/Serie B/Fixtures 01 September/Modena v Cittadella,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548
Italian Soccer/Serie B/Fixtures 06 September/Brescia v Livorno,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818
Italian Soccer/Serie B/Fixtures 06 September/Brescia v Livorno/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Italian Soccer/Serie B/Fixtures 06 September/Brescia v Livorno/Brescia Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Italian Soccer/Serie B/Fixtures 06 September/Brescia v Livorno/Livorno Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 06 September/Brescia v Livorno/Total Goals,26,26,0,26,0,26,26,26,26,26,26,26,26,26,26
Italian Soccer/Serie B/Fixtures 06 September/Latina v Crotone,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451
Italian Soccer/Serie B/Fixtures 06 September/Latina v Crotone/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Italian Soccer/Serie B/Fixtures 06 September/Latina v Crotone/Total Goals,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Italian Soccer/Serie B/Fixtures 07 September/Bari v Perugia,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751
Italian Soccer/Serie B/Fixtures 07 September/Bari v Perugia/Asian Handicap,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Italian Soccer/Serie B/Fixtures 07 September/Bari v Perugia/Bari Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Italian Soccer/Serie B/Fixtures 07 September/Bari v Perugia/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Italian Soccer/Serie B/Fixtures 07 September/Bologna v Entella,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579
Italian Soccer/Serie B/Fixtures 07 September/Bologna v Entella/Asian Handicap,28,28,0,28,0,28,28,28,28,28,28,28,28,28,28
Italian Soccer/Serie B/Fixtures 07 September/Bologna v Entella/Bologna Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Italian Soccer/Serie B/Fixtures 07 September/Bologna v Entella/Entella Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Italian Soccer/Serie B/Fixtures 07 September/Bologna v Entella/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 07 September/Carpi v Varese,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297
Italian Soccer/Serie B/Fixtures 07 September/Carpi v Varese/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Italian Soccer/Serie B/Fixtures 07 September/Carpi v Varese/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 07 September/Cittadella v Avellino,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255
Italian Soccer/Serie B/Fixtures 07 September/Cittadella v Avellino/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Italian Soccer/Serie B/Fixtures 07 September/Cittadella v Avellino/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Italian Soccer/Serie B/Fixtures 07 September/Lanciano v Modena,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191
Italian Soccer/Serie B/Fixtures 07 September/Lanciano v Modena/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 07 September/Lanciano v Modena/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Italian Soccer/Serie B/Fixtures 07 September/Pro Vercelli v Catania,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163
Italian Soccer/Serie B/Fixtures 07 September/Pro Vercelli v Catania/Asian Handicap,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Italian Soccer/Serie B/Fixtures 07 September/Pro Vercelli v Catania/Catania Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 07 September/Pro Vercelli v Catania/Pro Vercelli Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 07 September/Pro Vercelli v Catania/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Italian Soccer/Serie B/Fixtures 07 September/Spezia v Frosinone,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284
