FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Italian Soccer/Serie B/Fixtures 07 September/Spezia v Frosinone/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
Italian Soccer/Serie B/Fixtures 07 September/Spezia v Frosinone/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Italian Soccer/Serie B/Fixtures 07 September/Ternana v Pescara,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652
Italian Soccer/Serie B/Fixtures 07 September/Ternana v Pescara/Asian Handicap,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
Italian Soccer/Serie B/Fixtures 07 September/Ternana v Pescara/Pescara Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 07 September/Ternana v Pescara/Total Goals,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Italian Soccer/Serie B/Fixtures 07 September/Trapani v Vicenza,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933
Italian Soccer/Serie B/Fixtures 07 September/Trapani v Vicenza/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Italian Soccer/Serie B/Fixtures 30 August   /Modena v Cittadella/Asian Handicap,35,35,0,35,0,35,35,35,35,35,35,35,35,35,35
Italian Soccer/Serie B/Fixtures 30 August   /Modena v Cittadella/Modena Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Italian Soccer/Serie B/Fixtures 30 August   /Modena v Cittadella/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
Japanese Soccer/Emperors Cup/Fixtures 07 September/FC Tokyo v Shimizu,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585
Japanese Soccer/Emperors Cup/Fixtures 07 September/FC Tokyo v Shimizu/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Japanese Soccer/Emperors Cup/Fixtures 07 September/FC Tokyo v Shimizu/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Japanese Soccer/J2 League/Fixtures 06 September/Kitakyushu v Fukuoka,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298
Japanese Soccer/J2 League/Fixtures 06 September/Kitakyushu v Fukuoka/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Japanese Soccer/J2 League/Fixtures 06 September/Kitakyushu v Fukuoka/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Japanese Soccer/J2 League/Fixtures 06 September/Kyoto v Jef Utd Chiba,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311
Japanese Soccer/J2 League/Fixtures 06 September/Kyoto v Jef Utd Chiba/Total Goals,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Japanese Soccer/J2 League/Fixtures 06 September/Mito v Yamagata,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054
Japanese Soccer/J2 League/Fixtures 06 September/Mito v Yamagata/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Japanese Soccer/J2 League/Fixtures 06 September/Mito v Yamagata/Total Goals,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
Japanese Soccer/J2 League/Fixtures 06 September/Oita v Kumamoto,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
Japanese Soccer/J2 League/Fixtures 06 September/Oita v Kumamoto/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Japanese Soccer/J2 League/Fixtures 06 September/Oita v Kumamoto/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Japanese Soccer/J2 League/Fixtures 06 September/Okayama v Iwata,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428
Japanese Soccer/J2 League/Fixtures 06 September/Okayama v Iwata/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Japanese Soccer/J2 League/Fixtures 06 September/Okayama v Iwata/Total Goals,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Japanese Soccer/J2 League/Fixtures 06 September/Sapporo v Nagasaki,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084
Japanese Soccer/J2 League/Fixtures 06 September/Sapporo v Nagasaki/Total Goals,50,50,0,50,0,50,50,50,50,50,50,50,50,50,50
Japanese Soccer/J2 League/Fixtures 06 September/Shonan v Matsumoto,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540
Japanese Soccer/J2 League/Fixtures 06 September/Shonan v Matsumoto/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Japanese Soccer/J2 League/Fixtures 06 September/Shonan v Matsumoto/Total Goals,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Japanese Soccer/J2 League/Fixtures 06 September/Tokyo-V v Kamatamare Sanuki,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367
Japanese Soccer/J2 League/Fixtures 06 September/Tokyo-V v Kamatamare Sanuki/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Japanese Soccer/J2 League/Fixtures 06 September/Tokyo-V v Kamatamare Sanuki/Total Goals,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Japanese Soccer/J2 League/Fixtures 06 September/Yokohama FC v Thespakusatsu Gunma,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
Japanese Soccer/J2 League/Fixtures 06 September/Yokohama FC v Thespakusatsu Gunma/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Japanese Soccer/J2 League/Fixtures 06 September/Yokohama FC v Thespakusatsu Gunma/Total Goals,22,22,0,22,0,22,22,22,22,22,22,22,22,22,22
Japanese Soccer/J3 League/Fixtures 05 September/Yokohama SCC v Grulla Morioka,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461
Japanese Soccer/J3 League/Fixtures 07 September/Nagano Parceiro v Blaublitz Akita,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662
Japanese Soccer/J3 League/Fixtures 07 September/SC Sagamihara v Tottori,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054
Japanese Soccer/J3 League/Fixtures 07 September/SC Sagamihara v Tottori/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
Japanese Soccer/Nabisco Cup/Fixtures 03 September/C-Osaka v Kawasaki,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139
Japanese Soccer/Nabisco Cup/Fixtures 03 September/C-Osaka v Kawasaki/Asian Handicap,22,22,0,22,0,22,22,22,22,22,22,22,22,22,22
Japanese Soccer/Nabisco Cup/Fixtures 03 September/C-Osaka v Kawasaki/Total Goals,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Hiroshima v Urawa,2401,2401,2401,2401,2401,2401,2401,2401,2401,2401,2401,2401,2401,2401,2401
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Hiroshima v Urawa/Asian Handicap,29,29,0,29,0,29,29,29,29,29,29,29,29,29,29
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Hiroshima v Urawa/Total Goals,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Kobe v G-Osaka,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Kobe v G-Osaka/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Kobe v G-Osaka/Total Goals,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Yokohama FM v Kashiwa,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Yokohama FM v Kashiwa/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
Japanese Soccer/Nabisco Cup/Fixtures 03 September/Yokohama FM v Kashiwa/Total Goals,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
Japanese Soccer/Nabisco Cup/Fixtures 07 September/G-Osaka v Kobe,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432
Japanese Soccer/Nabisco Cup/Fixtures 07 September/G-Osaka v Kobe/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Japanese Soccer/Nabisco Cup/Fixtures 07 September/G-Osaka v Kobe/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Kashiwa v Yokohama FM,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Kashiwa v Yokohama FM/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Kashiwa v Yokohama FM/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Kawasaki v C-Osaka,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Kawasaki v C-Osaka/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Kawasaki v C-Osaka/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Urawa v Hiroshima,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Urawa v Hiroshima/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Japanese Soccer/Nabisco Cup/Fixtures 07 September/Urawa v Hiroshima/Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
KAA Gent (W) v Zwolle (W)/Asian Handicap,46,46,0,46,0,46,46,46,46,46,46,46,46,46,46
Kazakhstani Soccer/Kazakhstani 1. Division/Fixtures 07 September/FK CSKA Almaty v FK Bayterek Astana,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
Kazakhstani Soccer/Kazakhstani 1. Division/Fixtures 07 September/FK Kyran v FK Maqtaaral,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
Latvian Soccer/Euro U21 Championship Qualifiers/Fixtures 03 September/Latvia U21 v Croatia U21/Asian Handicap,26,26,0,26,0,26,26,26,26,26,26,26,26,26,26
Latvian Soccer/Euro U21 Championship Qualifiers/Fixtures 03 September/Latvia U21 v Croatia U21/Total Goals,34,34,0,34,0,34,34,34,34,34,34,34,34,34,34
Lierse SK (W) v Standard (W)/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Lithuanian Soccer/Lithuanian 1 Lyga/Fixtures 03 September/FC Stumbras v FK Tauras,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
Lithuanian Soccer/Lithuanian Cup/Fixtures 03 September/FK Utenis v FK Baltija,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
Macedonian Soccer/Macedonian Football League/Fixtures 01 September/FK Teteks v FK Turnovo,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129
Malaysian Soccer/Malaysia Cup/Fixtures 02 September/Johor Darul Tazim II v Pahang,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614
Malaysian Soccer/Malaysia Cup/Fixtures 02 September/Johor Darul Tazim II v Pahang/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
Mexican Soccer/Mexican Primera Division/Fixtures 07 September/Guadalajara v Universidad Guadalajara,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080
Mexican Soccer/Mexican Primera Division/Fixtures 07 September/Guadalajara v Universidad Guadalajara/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
Mexican Soccer/Mexican Primera Division/Fixtures 07 September/Guadalajara v Universidad Guadalajara/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
N Irish Soccer/NIFL Premiership/Fixtures 02 September/Coleraine v Crusaders,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469
N Irish Soccer/NIFL Premiership/Fixtures 02 September/Coleraine v Crusaders/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
N Irish Soccer/NIFL Premiership/Fixtures 02 September/Dungannon Swifts v Warrenpoint Town,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752
N Irish Soccer/NIFL Premiership/Fixtures 02 September/Dungannon Swifts v Warrenpoint Town/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
N Irish Soccer/NIFL Premiership/Fixtures 02 September/Dungannon Swifts v Warrenpoint Town/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Ballinamallard Utd v Ballymena,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Ballinamallard Utd v Ballymena/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Glentoran v Coleraine,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Glentoran v Coleraine/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Institute v Glenavon,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Institute v Glenavon/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Institute v Glenavon/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Portadown v Dungannon Swifts,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Portadown v Dungannon Swifts/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
N Irish Soccer/NIFL Premiership/Fixtures 06 September/Portadown v Dungannon Swifts/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
North American Soccer/Copa Centroamericana/Fixtures 03 September/Costa Rica v Nicaragua/Asian Handicap,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
North American Soccer/Copa Centroamericana/Fixtures 03 September/Costa Rica v Nicaragua/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
North American Soccer/International Friendly/Fixtures 06 September/Brazil v Colombia/Asian Handicap,34,34,0,34,0,34,34,34,34,34,34,34,34,34,34
North American Soccer/International Friendly/Fixtures 06 September/Brazil v Colombia/Brazil Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
North American Soccer/International Friendly/Fixtures 06 September/Brazil v Colombia/Colombia Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
North American Soccer/International Friendly/Fixtures 06 September/Brazil v Colombia/Total Goals,21,21,0,21,0,21,21,21,21,21,21,21,21,21,21
North American Soccer/MLS/Fixtures 01 September/Chivas USA v Los Angeles,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739
North American Soccer/MLS/Fixtures 01 September/Chivas USA v Los Angeles/Asian Handicap,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
North American Soccer/MLS/Fixtures 01 September/Chivas USA v Los Angeles/Chivas USA Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
North American Soccer/MLS/Fixtures 01 September/Chivas USA v Los Angeles/Los Angeles Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
North American Soccer/MLS/Fixtures 01 September/Chivas USA v Los Angeles/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
North American Soccer/MLS/Fixtures 04 September/Chivas USA v Seattle,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740
North American Soccer/MLS/Fixtures 04 September/Chivas USA v Seattle/Asian Handicap,40,40,0,40,0,40,40,40,40,40,40,40,40,40,40
North American Soccer/MLS/Fixtures 04 September/Chivas USA v Seattle/Chivas USA Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
North American Soccer/MLS/Fixtures 04 September/Chivas USA v Seattle/Seattle Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
North American Soccer/MLS/Fixtures 04 September/Chivas USA v Seattle/Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
North American Soccer/MLS/Fixtures 04 September/New England v Kansas City,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685
North American Soccer/MLS/Fixtures 04 September/New England v Kansas City/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
North American Soccer/MLS/Fixtures 04 September/New England v Kansas City/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
North American Soccer/MLS/Fixtures 04 September/Philadelphia v Toronto FC,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
North American Soccer/MLS/Fixtures 06 September/Los Angeles v Colorado,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777
North American Soccer/MLS/Fixtures 06 September/Los Angeles v Colorado/Asian Handicap,26,26,0,26,0,26,26,26,26,26,26,26,26,26,26
North American Soccer/MLS/Fixtures 06 September/Los Angeles v Colorado/Colorado Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
North American Soccer/MLS/Fixtures 06 September/Los Angeles v Colorado/Los Angeles Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
North American Soccer/MLS/Fixtures 06 September/Los Angeles v Colorado/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
North American Soccer/MLS/Fixtures 06 September/Toronto FC v Philadelphia,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184
North American Soccer/MLS/Fixtures 06 September/Toronto FC v Philadelphia/Asian Handicap,52,52,0,52,0,52,52,52,52,52,52,52,52,52,52
North American Soccer/MLS/Fixtures 06 September/Toronto FC v Philadelphia/Toronto FC Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
North American Soccer/MLS/Fixtures 06 September/Toronto FC v Philadelphia/Total Goals,27,27,0,27,0,27,27,27,27,27,27,27,27,27,27
North American Soccer/MLS/Fixtures 07 September/Columbus v Chivas USA,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284
North American Soccer/MLS/Fixtures 07 September/Columbus v Chivas USA/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
North American Soccer/MLS/Fixtures 07 September/Columbus v Chivas USA/Chivas USA Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
North American Soccer/MLS/Fixtures 07 September/Columbus v Chivas USA/Columbus Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
North American Soccer/MLS/Fixtures 07 September/Columbus v Chivas USA/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
North American Soccer/MLS/Fixtures 07 September/Houston Dynamo v Montreal Impact,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
North American Soccer/MLS/Fixtures 07 September/Houston Dynamo v Montreal Impact/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
North American Soccer/MLS/Fixtures 07 September/Houston Dynamo v Montreal Impact/Houston Dynamo Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
North American Soccer/MLS/Fixtures 07 September/Houston Dynamo v Montreal Impact/Montreal Impact Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
North American Soccer/MLS/Fixtures 07 September/Houston Dynamo v Montreal Impact/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
North American Soccer/MLS/Fixtures 07 September/New York Red Bulls v Kansas City,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992
North American Soccer/MLS/Fixtures 07 September/New York Red Bulls v Kansas City/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
North American Soccer/MLS/Fixtures 07 September/New York Red Bulls v Kansas City/Kansas City Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
North American Soccer/MLS/Fixtures 07 September/New York Red Bulls v Kansas City/New York Red Bulls Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
North American Soccer/MLS/Fixtures 07 September/New York Red Bulls v Kansas City/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
North American Soccer/MLS/Fixtures 07 September/Portland Timbers v San Jose Earthquakes,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725
North American Soccer/MLS/Fixtures 07 September/Portland Timbers v San Jose Earthquakes/Asian Handicap,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
North American Soccer/MLS/Fixtures 07 September/Portland Timbers v San Jose Earthquakes/Portland Timbers Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
North American Soccer/MLS/Fixtures 07 September/Portland Timbers v San Jose Earthquakes/San Jose Earthquakes Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
North American Soccer/MLS/Fixtures 07 September/Portland Timbers v San Jose Earthquakes/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
North American Soccer/MLS/Fixtures 07 September/Real Salt Lake v Dallas,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364
North American Soccer/MLS/Fixtures 07 September/Real Salt Lake v Dallas/Asian Handicap,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
North American Soccer/MLS/Fixtures 07 September/Real Salt Lake v Dallas/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
North American Soccer/MLS/Fixtures 07 September/Vancouver Whitecaps v D. C. Utd,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737
North American Soccer/MLS/Fixtures 07 September/Vancouver Whitecaps v D. C. Utd/Asian Handicap,22,22,0,22,0,22,22,22,22,22,22,22,22,22,22
North American Soccer/MLS/Fixtures 07 September/Vancouver Whitecaps v D. C. Utd/D. C. Utd Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
North American Soccer/MLS/Fixtures 07 September/Vancouver Whitecaps v D. C. Utd/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
North American Soccer/MLS/Fixtures 07 September/Vancouver Whitecaps v D. C. Utd/Vancouver Whitecaps Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
North American Soccer/MLS/Fixtures 08 September/New England v Chicago Fire,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677
North American Soccer/North American Soccer League/Fixtures 07 September/Atlanta Silverbacks v Indy Eleven,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430
