FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Bencic v J Jankovic,11030,2514124.6,2080719.787,1806149.3328,01-09-2014 02:59:15,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/E Makarova v Bouchard,29567,9196778.54,11591932.5944,2548711.7744,01-09-2014 21:04:31,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/E Makarova v Bouchard/Game Betting/Set 01,30,3056.16,862.0896,3320.4038,01-09-2014 19:53:47,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/E Makarova v Bouchard/Game Betting/Set 02,57,6671.56,9021.2372,60.77799999999999,01-09-2014 20:57:21,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka,32144,12536244.78,15050278.1206,2599656.8013999998,02-09-2014 01:40:54,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka/Game Betting/Set 01,13,1903.3400000000001,1502.5410000000002,967.5396000000001,02-09-2014 00:02:09,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka/Game Betting/Set 02,64,9619.72,13810.2656,995.723,02-09-2014 00:53:37,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka/Game Betting/Set 03,93,5338.36,4351.0473999999995,2914.5724,02-09-2014 01:40:50,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/L Safarova v S Peng,8568,1397816.74,1539212.4932,655111.604,01-09-2014 01:38:32,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Pennetta v Dellacqua,19691,10023906.98,12103920.0318,1553006.9483,01-09-2014 16:31:43,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Pennetta v Dellacqua/Game Betting/Set 01,185,8828.78,7146.8038,5494.0204,01-09-2014 15:40:41,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Pennetta v Dellacqua/Game Betting/Set 02,75,5469.64,6708.090800000001,408.60060000000004,01-09-2014 16:22:14,,
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Ser Williams v Kanepi,9612,6369540.5,6683760.4796,1929738.6356,01-09-2014 18:02:17,,
