FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/Coupe Banque Nationale 2014/Qualifying Matches/Vankova v A Mueller,1290,146736.68,161064.2738,27146.1512,6/9/14 16:28,Canada,Quebec City
Group A/Coupe Banque Nationale 2014/Qualifying Matches/Vankova v Martincova,4840,290811.38,293902.1632,179857.0262,7/9/14 17:03,Canada,Quebec City
Group A/Genova Challenger 2014/First Round Matches/And Beck v Gaio,1169,167650.92,177114.4234,22261.564,3/9/14 13:51,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Arnaboldi v Al Bedene,2344,173164.42,202588.2742,87804.5654,2/9/14 12:02,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Cecchinato v Basilashvili,928,98515.76,104276.7762,20127.922,3/9/14 14:59,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Dzumhur v Kovalik,1092,72339.48,74428.3266,21149.1852,3/9/14 12:11,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Galovic v M Delic,1625,94316.6,109339.8546,48818.8438,3/9/14 10:46,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Giannessi v Andreozzi,379,21643.5,22479.413,9719.666,2/9/14 11:01,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Hajek v Mager,797,32220.12,37567.5296,7142.7858,2/9/14 20:43,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Ignatik v Volandri,3667,247796.86,284738.3876,72097.661,2/9/14 15:14,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Kubler v G Elias,940,52223.68,54852.9386,24201.9674,2/9/14 11:14,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Mat Trevisan v Naso,5571,366264.43,306449.7754,289309.7868,3/9/14 16:52,Italy,Genoa
Group A/Genova Challenger 2014/First Round Matches/Montanes v Fucsovics,2509,163659.5,173187.733,85394.375,3/9/14 10:33,Italy,Genoa
