FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/E Makarova v Bouchard/Game Betting/Set 01,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/E Makarova v Bouchard/Game Betting/Set 02,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka/Game Betting/Set 01,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka/Game Betting/Set 02,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Krunic v Azarenka/Game Betting/Set 03,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/L Safarova v S Peng,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Pennetta v Dellacqua,926,926,926,926,926,926,926,926,926,926,926,926,926,926,926
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Pennetta v Dellacqua/Game Betting/Set 01,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Pennetta v Dellacqua/Game Betting/Set 02,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Ser Williams v Kanepi,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Ser Williams v Kanepi/Game Betting/Set 01,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Ser Williams v Kanepi/Game Betting/Set 02,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Group A/US Open 2014/Womens Tournament/Player Specials,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Azarenka v E Makarova,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Azarenka v E Makarova/Game Betting/Set 01,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Azarenka v E Makarova/Game Betting/Set 02,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Bencic v S Peng,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Bencic v S Peng/Game Betting/Set 01,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Bencic v S Peng/Game Betting/Set 02,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Ser Williams v Pennetta,963,963,963,963,963,963,963,963,963,963,963,963,963,963,963
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Ser Williams v Pennetta/Game Betting/Set 01,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Ser Williams v Pennetta/Game Betting/Set 02,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Wozniacki v Errani,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Wozniacki v Errani/Game Betting/Set 01,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Group A/US Open 2014/Womens Tournament/Quarter Final Matches/Wozniacki v Errani/Game Betting/Set 02,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Group A/US Open 2014/Womens Tournament/Semi Final Matches/S Peng v Wozniacki,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781
Group A/US Open 2014/Womens Tournament/Semi Final Matches/S Peng v Wozniacki/Game Betting/Set 01,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
Group A/US Open 2014/Womens Tournament/Semi Final Matches/S Peng v Wozniacki/Game Betting/Set 02,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
Group A/US Open 2014/Womens Tournament/Semi Final Matches/Ser Williams v E Makarova,912,912,912,912,912,912,912,912,912,912,912,912,912,912,912
Group A/US Open 2014/Womens Tournament/Semi Final Matches/Ser Williams v E Makarova/Game Betting/Set 01,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
Group A/US Open 2014/Womens Tournament/Semi Final Matches/Ser Williams v E Makarova/Game Betting/Set 02,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
Group A/US Open 2014/Womens Tournament/The Final/Ser Williams v Wozniacki,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384
Group A/US Open 2014/Womens Tournament/The Final/Ser Williams v Wozniacki/Game Betting/Set 01,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
Group A/US Open 2014/Womens Tournament/The Final/Ser Williams v Wozniacki/Game Betting/Set 02,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394
